,description,species,text_length,cleaned_text,chunked,POS Tag
721,"April 3, 2020 - del Hoyo, J., A. MartÃ­nez-Vilalta, A. Motis, N. Collar, G. M. Kirwan, and D. A. Christie (2020). Little Egret (Egretta garzetta), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA.Â ...",Little Egret,312,april del hoyo j mart nez vilalta motis n collar g kirwan christie little egret egretta garzetta version bird world billerman b k keeney p g rodewald schulenberg editor cornell lab ornithology ithaca ny usa,april del hoyo j mart nez vilalta motis n collar g kirwan christie little_egret egretta garzetta version bird world billerman b k keeney p g rodewald schulenberg editor cornell lab ornithology ithaca ny usa,"[[('april', 'JJ'), ('del', 'NN'), ('hoyo', 'NN'), ('j', 'NN'), ('mart', 'NN'), ('nez', 'NN'), ('vilalta', 'NN'), ('motis', 'NN'), ('n', 'IN'), ('collar', 'JJ'), ('g', 'NN'), ('kirwan', 'NNP'), ('christie', 'NN'), ('little_egret', 'NN'), ('egretta', 'NN'), ('garzetta', 'NN'), ('version', 'NN'), ('bird', 'NN'), ('world', 'NN'), ('billerman', 'NN'), ('b', 'NN'), ('k', 'NN'), ('keeney', 'NNP'), ('p', 'NN'), ('g', 'NN'), ('rodewald', 'NN'), ('schulenberg', 'NN'), ('editor', 'NN'), ('cornell', 'NN'), ('lab', 'NN'), ('ornithology', 'NN'), ('ithaca', 'NN'), ('ny', 'NN'), ('usa', 'NN')]]"
722,"Jun 11, 2021 Â·  Giant Kingfisher Trail. Get the route by downloading the .gpx or .kml file below. For navigation with Maps.me on your mobile phone, simply download the .kml file and open to add it to the Maps.me bookmarks. Head to the bridge between the northern and southern sections of Ebb & Flow Restcamp. There are lovely views of the river from this bridge. ",Collared Kingfisher,364,jun giant kingfisher trail get route downloading gpx kml file navigation map mobile phone simply download kml file open add map bookmark head bridge northern southern section ebb flow restcamp lovely view river bridge,jun giant kingfisher trail get route downloading gpx kml file navigation map mobile phone simply download kml file open add map bookmark head bridge northern southern section ebb flow restcamp lovely view river bridge,"[[('jun', 'NN'), ('giant', 'NN'), ('kingfisher', 'NN'), ('trail', 'NN'), ('get', 'VB'), ('route', 'JJ'), ('downloading', 'VBG'), ('gpx', 'JJ'), ('kml', 'NNS'), ('file', 'JJ'), ('navigation', 'NN'), ('map', 'NN'), ('mobile', 'IN'), ('phone', 'NN'), ('simply', 'RB'), ('download', 'JJ'), ('kml', 'NNS'), ('file', 'NN'), ('open', 'JJ'), ('add', 'NN'), ('map', 'NN'), ('bookmark', 'NN'), ('head', 'NN'), ('bridge', 'NN'), ('northern', 'JJ'), ('southern', 'JJ'), ('section', 'NN'), ('ebb', 'NN'), ('flow', 'NN'), ('restcamp', 'NN'), ('lovely', 'RB'), ('view', 'VBP'), ('river', 'NN'), ('bridge', 'NN')]]"
723,"The Javan myna is mainly black. The wings are brownish-black, and the primaries have white bases. The undertail-coverts are white. There is a short crest onï¿½...",Javan Myna,162,javan myna mainly black wing brownish black primary white base undertail covert white short crest,javan_myna mainly black wing brownish black primary white base undertail covert white short crest,"[[('javan_myna', 'NN'), ('mainly', 'RB'), ('black', 'JJ'), ('wing', 'VBG'), ('brownish', 'JJ'), ('black', 'JJ'), ('primary', 'JJ'), ('white', 'JJ'), ('base', 'NN'), ('undertail', 'NN'), ('covert', 'JJ'), ('white', 'JJ'), ('short', 'JJ'), ('crest', 'NN')]]"
725,"July 2, 2015 - A peculiar egret seen in Kent during ... Little Egret. ... The Heronries Census, run by the British Trust for Ornithology, counted its first Grey Heron nest way back in 1928. 400,000 nests later, the census has gone digital. ... The latest sighting details and map for Little Egret areÂ ...",Little Egret,305,july peculiar egret seen kent little egret heronry census run british trust ornithology counted first grey heron nest way back nest later census gone digital latest sighting detail map little egret,july peculiar egret seen kent little_egret heronry census run british trust ornithology counted first grey heron nest way back nest later census gone digital latest sighting detail map little_egret,"[[('july', 'NN'), ('peculiar', 'JJ'), ('egret', 'JJ'), ('seen', 'VBN'), ('kent', 'NN'), ('little_egret', 'JJ'), ('heronry', 'NN'), ('census', 'NN'), ('run', 'VBP'), ('british', 'JJ'), ('trust', 'NN'), ('ornithology', 'NN'), ('counted', 'VBD'), ('first', 'JJ'), ('grey', 'NN'), ('heron', 'NN'), ('nest', 'JJS'), ('way', 'NN'), ('back', 'RB'), ('nest', 'RB'), ('later', 'RBR'), ('census', 'NN'), ('gone', 'VBN'), ('digital', 'JJ'), ('latest', 'JJS'), ('sighting', 'VBG'), ('detail', 'NN'), ('map', 'NN'), ('little_egret', 'NN')]]"
726,"Description: ""The Black-naped Oriole (Oriolus chinensis) is a bird of the oriole family and is found in many parts of Asia. There are several distinctive populations within wide distribution range of the species and in the past the Slender-billed Oriole (Oriolus tenuirostris) was included as a subspecies. Unlike the Golden Oriole which only has ... ",Black-naped Oriole,351,description black naped oriole oriolus chinensis bird oriole family found many part asia several distinctive population within wide distribution range specie past slender billed oriole oriolus tenuirostris included subspecies unlike golden oriole,description black naped oriole oriolus chinensis bird oriole family found many part asia several distinctive population within wide distribution range specie past slender billed oriole oriolus tenuirostris included subspecies unlike golden oriole,"[[('description', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('bird', 'NN'), ('oriole', 'JJ'), ('family', 'NN'), ('found', 'VBD'), ('many', 'JJ'), ('part', 'NN'), ('asia', 'IN'), ('several', 'JJ'), ('distinctive', 'JJ'), ('population', 'NN'), ('within', 'IN'), ('wide', 'JJ'), ('distribution', 'NN'), ('range', 'NN'), ('specie', 'NN'), ('past', 'IN'), ('slender', 'NN'), ('billed', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('tenuirostris', 'NN'), ('included', 'VBD'), ('subspecies', 'NNS'), ('unlike', 'IN'), ('golden', 'JJ'), ('oriole', 'NN')]]"
727,"Dec 15, 2019 Â·  The Collared Kingfisher or White-collared Kingfisher is the most common and conspicuous of the resident kingfishers. It can be found in a variety of habitats from coastlines to open country and urban areas. Its diet includes fish and crabs to grasshoppers and lizards. It is locally known as salaksak or kasaykasay. ",Collared Kingfisher,333,dec collared kingfisher white collared kingfisher common conspicuous resident kingfisher found variety habitat coastline open country urban area diet includes fish crab grasshopper lizard locally known salaksak kasaykasay,dec collared kingfisher white collared kingfisher common conspicuous resident kingfisher found variety habitat coastline open country urban area diet includes fish crab grasshopper lizard locally known salaksak kasaykasay,"[[('dec', 'NN'), ('collared', 'VBD'), ('kingfisher', 'JJR'), ('white', 'JJ'), ('collared', 'VBD'), ('kingfisher', 'JJ'), ('common', 'JJ'), ('conspicuous', 'JJ'), ('resident', 'NN'), ('kingfisher', 'NN'), ('found', 'VBD'), ('variety', 'NN'), ('habitat', 'NN'), ('coastline', 'NN'), ('open', 'JJ'), ('country', 'NN'), ('urban', 'JJ'), ('area', 'NN'), ('diet', 'JJ'), ('includes', 'VBZ'), ('fish', 'JJ'), ('crab', 'NN'), ('grasshopper', 'NN'), ('lizard', 'NN'), ('locally', 'RB'), ('known', 'VBN'), ('salaksak', 'NNS'), ('kasaykasay', 'VB')]]"
728,How to tell Snowy Egret from juvenile Little Blue Heron. These two similar species present an identification challenge for many bird watchers. This video ans...,Little Egret,160,tell snowy egret juvenile little blue heron two similar specie present identification challenge many bird watcher video an,tell snowy egret juvenile little blue heron two similar specie present identification challenge many bird watcher video an,"[[('tell', 'VB'), ('snowy', 'NN'), ('egret', 'FW'), ('juvenile', 'NN'), ('little', 'JJ'), ('blue', 'JJ'), ('heron', 'NN'), ('two', 'CD'), ('similar', 'JJ'), ('specie', 'NN'), ('present', 'JJ'), ('identification', 'NN'), ('challenge', 'NN'), ('many', 'JJ'), ('bird', 'NN'), ('watcher', 'PRP$'), ('video', 'NN'), ('an', 'DT')]]"
730,The black-naped oriole (Oriolus chinensis) is a passerine bird in the oriole family that is found in many parts of Asia. There are several distinctive populations within the wide distribution range of this species and in the past the slender-billed oriole (Oriolus tenuirostris) was included as a subspecies. ,Black-naped Oriole,309,black naped oriole oriolus chinensis passerine bird oriole family found many part asia several distinctive population within wide distribution range specie past slender billed oriole oriolus tenuirostris included subspecies,black naped oriole oriolus chinensis passerine bird oriole family found many part asia several distinctive population within wide distribution range specie past slender billed oriole oriolus tenuirostris included subspecies,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('passerine', 'NN'), ('bird', 'NN'), ('oriole', 'JJ'), ('family', 'NN'), ('found', 'VBD'), ('many', 'JJ'), ('part', 'NN'), ('asia', 'IN'), ('several', 'JJ'), ('distinctive', 'JJ'), ('population', 'NN'), ('within', 'IN'), ('wide', 'JJ'), ('distribution', 'NN'), ('range', 'NN'), ('specie', 'NN'), ('past', 'IN'), ('slender', 'NN'), ('billed', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('tenuirostris', 'NN'), ('included', 'VBD'), ('subspecies', 'NNS')]]"
731,"Many members of the public that voted for the bird commented that it was small, active and red, much like Singapore. Other contenders were the White-bellied Sea-eagle, which was second in the vote count, followed by the Black-naped Oriole, Olive-backed Sunbird and the Greater-Racket-tailed Drongo. ",Black-naped Oriole,299,many member public voted bird commented small active red much like singapore contender white bellied sea eagle second vote count followed black naped oriole olive backed sunbird greater racket tailed drongo,many member public voted bird commented small active red much like singapore contender white bellied sea eagle second vote count followed black naped oriole olive backed sunbird greater racket tailed drongo,"[[('many', 'JJ'), ('member', 'NN'), ('public', 'JJ'), ('voted', 'VBD'), ('bird', 'NN'), ('commented', 'VBD'), ('small', 'JJ'), ('active', 'JJ'), ('red', 'JJ'), ('much', 'JJ'), ('like', 'IN'), ('singapore', 'NN'), ('contender', 'NN'), ('white', 'JJ'), ('bellied', 'VBD'), ('sea', 'NN'), ('eagle', 'NN'), ('second', 'JJ'), ('vote', 'NN'), ('count', 'NN'), ('followed', 'VBD'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'JJ'), ('olive', 'NN'), ('backed', 'VBD'), ('sunbird', 'JJ'), ('greater', 'JJR'), ('racket', 'NN'), ('tailed', 'VBD'), ('drongo', 'NN')]]"
734,Identification record : Black-naped Oriole (Oriolus chinensis) is a bird which belongs to the family of  OriolidÃ©s and the order of Passeriformes.,Black-naped Oriole,147,identification record black naped oriole oriolus chinensis bird belongs family oriolid order passeriformes,identification record black naped oriole oriolus chinensis bird belongs family oriolid order passeriformes,"[[('identification', 'NN'), ('record', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('bird', 'NN'), ('belongs', 'NNS'), ('family', 'NN'), ('oriolid', 'JJ'), ('order', 'NN'), ('passeriformes', 'NNS')]]"
735,"Black-naped Oriole (Oriolus chinensis). The black-naped oriole is medium-sized and overall golden with a strong pinkish bill and a broad black mask and nape. The adult male has the central tail feathers tipped yellow and the lateral ones are more broadly yellow. The female has the mantle colour more greenish or olive. The juvenile has a streaked underside. The nestling has dull greenish with brown streaks. The head and nape are more yellowish and the undertail coverts are yellow. Several variations exist in the populations that have been separated as subspecies. The subspecies in the Andamans, O. c. andamanensis has all black wings while O. c. macrourus of the Nicobars has a very broad nape band so that only the top of the head is yellow. The wings are all black with a yellow primary covert patch. The calls of the Andaman and the Nicobar subspecies are said to be quite different, the latter having a more modulated call note. In the Southeast Asian populations some geographic trends include a reduction of yellow on the forehead and a decreased brightness in the yellow plumage from north to south. Females from southern populations are more greenish on the back and tail and there are no yellow spots on the tips of the secondaries as in northern populations. The usual call is a nasal niee or myaa and the song (diffusus) is a fluty iwee wee wee-leeow. They have a dipping flight.",Black-naped Oriole,1396,black naped oriole oriolus chinensis black naped oriole medium sized overall golden strong pinkish bill broad black mask nape adult male central tail feather tipped yellow lateral one broadly yellow female mantle colour greenish olive juvenile streaked underside nestling dull greenish brown streak head nape yellowish undertail covert yellow several variation exist population separated subspecies subspecies andamans c andamanensis black wing c macrourus nicobars broad nape band top head yellow wing black yellow primary covert patch call andaman nicobar subspecies said quite different latter modulated call note southeast asian population geographic trend include reduction yellow forehead decreased brightness yellow plumage north south female southern population greenish back tail yellow spot tip secondary northern population usual call nasal niee myaa song diffusus fluty iwee wee wee leeow dipping flight,black naped oriole oriolus chinensis black naped oriole medium sized overall golden strong pinkish bill broad black mask nape adult male central tail feather tipped yellow lateral one broadly yellow female mantle colour greenish olive juvenile streaked underside nestling dull greenish brown streak head nape yellowish undertail covert yellow several variation exist population separated subspecies subspecies andamans c andamanensis black wing c macrourus nicobars broad nape band top head yellow wing black yellow primary covert patch call andaman nicobar subspecies said quite different latter modulated call note southeast asian population geographic trend include reduction yellow forehead decreased brightness yellow plumage north south female southern population greenish back tail yellow spot tip secondary northern population usual call nasal niee myaa song diffusus fluty iwee wee wee leeow dipping flight,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'JJ'), ('medium', 'NN'), ('sized', 'VBD'), ('overall', 'JJ'), ('golden', 'JJ'), ('strong', 'JJ'), ('pinkish', 'JJ'), ('bill', 'NN'), ('broad', 'JJ'), ('black', 'JJ'), ('mask', 'NN'), ('nape', 'NN'), ('adult', 'NN'), ('male', 'JJ'), ('central', 'JJ'), ('tail', 'NN'), ('feather', 'NN'), ('tipped', 'VBD'), ('yellow', 'JJ'), ('lateral', 'JJ'), ('one', 'CD'), ('broadly', 'RB'), ('yellow', 'JJ'), ('female', 'NN'), ('mantle', 'VB'), ('colour', 'JJ'), ('greenish', 'JJ'), ('olive', 'NN'), ('juvenile', 'NN'), ('streaked', 'VBD'), ('underside', 'JJ'), ('nestling', 'JJ'), ('dull', 'JJ'), ('greenish', 'NN'), ('brown', 'IN'), ('streak', 'JJ'), ('head', 'NN'), ('nape', 'NN'), ('yellowish', 'JJ'), ('undertail', 'NN'), ('covert', 'JJ'), ('yellow', 'JJ'), ('several', 'JJ'), ('variation', 'NN'), ('exist', 'VB'), ('population', 'NN'), ('separated', 'VBN'), ('subspecies', 'NNS'), ('subspecies', 'NNS'), ('andamans', 'NNS'), ('c', 'VBP'), ('andamanensis', 'JJ'), ('black', 'JJ'), ('wing', 'VBG'), ('c', 'JJ'), ('macrourus', 'NN'), ('nicobars', 'NNS'), ('broad', 'JJ'), ('nape', 'NN'), ('band', 'NN'), ('top', 'JJ'), ('head', 'NN'), ('yellow', 'IN'), ('wing', 'VBG'), ('black', 'JJ'), ('yellow', 'JJ'), ('primary', 'NN'), ('covert', 'JJ'), ('patch', 'NN'), ('call', 'NN'), ('andaman', 'NN'), ('nicobar', 'NN'), ('subspecies', 'NNS'), ('said', 'VBD'), ('quite', 'RB'), ('different', 'JJ'), ('latter', 'NN'), ('modulated', 'VBD'), ('call', 'JJ'), ('note', 'NN'), ('southeast', 'NN'), ('asian', 'JJ'), ('population', 'NN'), ('geographic', 'JJ'), ('trend', 'NN'), ('include', 'VBP'), ('reduction', 'NN'), ('yellow', 'JJ'), ('forehead', 'NN'), ('decreased', 'VBD'), ('brightness', 'RB'), ('yellow', 'JJ'), ('plumage', 'NN'), ('north', 'JJ'), ('south', 'JJ'), ('female', 'JJ'), ('southern', 'JJ'), ('population', 'NN'), ('greenish', 'VB'), ('back', 'RB'), ('tail', 'NN'), ('yellow', 'NN'), ('spot', 'NN'), ('tip', 'NN'), ('secondary', 'JJ'), ('northern', 'JJ'), ('population', 'NN'), ('usual', 'JJ'), ('call', 'NN'), ('nasal', 'NN'), ('niee', 'JJ'), ('myaa', 'NN'), ('song', 'NN'), ('diffusus', 'NN'), ('fluty', 'NN'), ('iwee', 'NN'), ('wee', 'NN'), ('wee', 'NN'), ('leeow', 'NN'), ('dipping', 'VBG'), ('flight', 'NN')]]"
