,index,description,species,cleaned_text
575,691,Javan Myna (Acridotheres javanicus) ï¿½ Description: ï¿½ Call and Vocalisation: ï¿½ Range and Distribution: ï¿½ Habitat: ï¿½ Diet: ï¿½ Breeding: ï¿½ Behaviour: ï¿½ Conservation Status:.,Javan Myna,"['javan', 'myna', 'acridotheres', 'javanicus', 'description', 'call', 'vocalisation', 'range', 'distribution', 'habitat', 'diet', 'breeding', 'behaviour', 'conservation', 'status']"
576,692,"4 Jan 2018 ï¿½ The species counted were the Javan Myna, Common Myna, Rock Pigeon, Asian Glossy Starling, Asian Koel, House Crow and Black-naped Oriole. Theï¿½...",Javan Myna,"['4', 'jan', '2018', 'species', 'counted', 'javan', 'myna', 'common', 'myna', 'rock', 'pigeon', 'asian', 'glossy', 'starling', 'asian', 'koel', 'house', 'crow', 'blacknaped', 'oriole']"
577,693,"The black-naped oriole (Oriolus chinensis) belongs to the family of Old World orioles, the Oriolidae.
The black-naped oriole species is distributed in India, Bangladesh, southeast Asia, china, Russia, Taiwan, Japan, North Korea and South Korea. These oriole species are partially migratory. These orioles are polytypic species.",Black-naped Oriole,"['blacknaped', 'oriole', 'oriolus', 'chinensis', 'belongs', 'family', 'old', 'world', 'orioles', 'oriolidae', 'blacknaped', 'oriole', 'species', 'distributed', 'india', 'bangladesh', 'southeast', 'asia', 'china', 'russia', 'taiwan', 'japan', 'north', 'korea', 'south', 'korea', 'oriole', 'species', 'partially', 'migratory', 'orioles', 'polytypic', 'species']"
578,694,The blacknaped oriole (Oriolus chinensis) is a bird of the oriole family and is found in many parts of Asia. There are several distinctive populations within the wide distribution range of this species and in the past the slenderbilled oriole (Oriolus tenuirostris) was included as a subspecies. ,Black-naped Oriole,"['blacknaped', 'oriole', 'oriolus', 'chinensis', 'bird', 'oriole', 'family', 'found', 'many', 'parts', 'asia', 'several', 'distinctive', 'populations', 'within', 'wide', 'distribution', 'range', 'species', 'past', 'slenderbilled', 'oriole', 'oriolus', 'tenuirostris', 'included', 'subspecies']"
579,695,"The Kingfishers of India. Kingfishers are striking birds, and their robustness in adapting has ensured that they have spread to every continent on the planet, except for Antarctica. The original blue colour is the most frequent association, however, they come in different forms and sizes, and are spread across various habitats across the world. ",Collared Kingfisher,"['kingfishers', 'india', 'kingfishers', 'striking', 'birds', 'robustness', 'adapting', 'ensured', 'spread', 'every', 'continent', 'planet', 'except', 'antarctica', 'original', 'blue', 'colour', 'frequent', 'association', 'however', 'come', 'different', 'forms', 'sizes', 'spread', 'across', 'various', 'habitats', 'across', 'world']"
580,696,"View photo galleries of Starlings & Mynas captured by Australian natural 
history illustrator & photographer Julian Teh",Javan Myna,"['view', 'photo', 'galleries', 'starlings', 'mynas', 'captured', 'australian', 'natural', 'history', 'illustrator', 'photographer', 'julian', 'teh']"
581,697,"Half-Collared Kingfisher Trail. Discover this 7.6-km out-and-back trail near Wilderness, Western Cape. Generally considered a moderately challenging route, it takes an average of 2 h 2 min to complete. This is a very popular area for hiking, running, and walking, so you'll likely encounter other people while exploring. ",Collared Kingfisher,"['halfcollared', 'kingfisher', 'trail', 'discover', '76km', 'outandback', 'trail', 'near', 'wilderness', 'western', 'cape', 'generally', 'considered', 'moderately', 'challenging', 'route', 'takes', 'average', '2', 'h', '2', 'min', 'complete', 'popular', 'area', 'hiking', 'running', 'walking', 'youll', 'likely', 'encounter', 'people', 'exploring']"
582,698,"The Javan Myna Acridotheres javanicus, also known as the white-vented myna and the buffalo myna, is a myna, a member of the Starling family. Javan Mynaï¿½...",Javan Myna,"['javan', 'myna', 'acridotheres', 'javanicus', 'also', 'known', 'whitevented', 'myna', 'buffalo', 'myna', 'myna', 'member', 'starling', 'family', 'javan', 'myna']"
583,700,"A common species of the Indonesian islands of Java and Bali, now introduced to Taiwan. Dark gray overall with a spiffy erect crest and a bright yellowish-orange bill. Darker than Jungle Myna, with which it overlaps in its native and introduced ranges. Bold and social, foraging in farms, parks, and gardens. Roosts in large noisy flocks, often close to human habitation. Â  Â ",Javan Myna,"['common', 'species', 'indonesian', 'islands', 'java', 'bali', 'introduced', 'taiwan', 'dark', 'gray', 'overall', 'spiffy', 'erect', 'crest', 'bright', 'yellowishorange', 'bill', 'darker', 'jungle', 'myna', 'overlaps', 'native', 'introduced', 'ranges', 'bold', 'social', 'foraging', 'farms', 'parks', 'gardens', 'roosts', 'large', 'noisy', 'flocks', 'often', 'close', 'human', 'habitation']"
584,702,Description: Black naped oriole male and female taken in Subic Bay Freeport forest canopy. Habitat: Triple canopy rain forest. 1 Species ID Suggestions +2. ,Black-naped Oriole,"['description', 'black', 'naped', 'oriole', 'male', 'female', 'taken', 'subic', 'bay', 'freeport', 'forest', 'canopy', 'habitat', 'triple', 'canopy', 'rain', 'forest', '1', 'species', 'id', 'suggestions', '2']"
585,704,"This second cluster then comprised of two branches, one grouping Javan with black-winged myna (non-invasive) and the other grouping bank, pale-bellied andï¿½...",Javan Myna,"['second', 'cluster', 'comprised', 'two', 'branches', 'one', 'grouping', 'javan', 'blackwinged', 'myna', 'noninvasive', 'grouping', 'bank', 'palebellied']"
586,706,"Click here for more information about the Red List categories and criteria Justification of Red List category This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence <20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of ... ",Black-naped Oriole,"['click', 'information', 'red', 'list', 'categories', 'criteria', 'justification', 'red', 'list', 'category', 'species', 'extremely', 'large', 'range', 'hence', 'approach', 'thresholds', 'vulnerable', 'range', 'size', 'criterion', 'extent', 'occurrence', '20000', 'km2', 'combined', 'declining', 'fluctuating', 'range', 'size', 'habitat', 'extentquality', 'population', 'size', 'small', 'number']"
587,707,"You may have another option, donâ€™t spend too much time with seabirds and migratory birds, we will return to HCM city center after lunch, and spend the afternoon in small parks where we can observe many beautiful birds in nature: Red-breasted Parakeet, White-crested Laughingthrush, Coppersmith Barbet, Black-naped Oriole, White-throated Kingfisher, Common Kingfisher, Black-browed reed-warbler ... ",Black-naped Oriole,"['may', 'another', 'option', 'dont', 'spend', 'much', 'time', 'seabirds', 'migratory', 'birds', 'return', 'hcm', 'city', 'center', 'lunch', 'spend', 'afternoon', 'small', 'parks', 'observe', 'many', 'beautiful', 'birds', 'nature', 'redbreasted', 'parakeet', 'whitecrested', 'laughingthrush', 'coppersmith', 'barbet', 'blacknaped', 'oriole', 'whitethroated', 'kingfisher', 'common', 'kingfisher', 'blackbrowed', 'reedwarbler']"
588,708,A photo feature with images and calls of the 12 kingfisher species found in the country,Collared Kingfisher,"['photo', 'feature', 'images', 'calls', '12', 'kingfisher', 'species', 'found', 'country']"
589,709,The Forest Kingfisher has a dark royalblue head with pale turquoise on the back.There is a large white spot over the bill. The underparts are white.The male has a white collar which the female lacks. In flight there is a prominent white wing patch.There is a broad black eyestrip extending from the bill to the eye coverts. ,Collared Kingfisher,"['forest', 'kingfisher', 'dark', 'royalblue', 'head', 'pale', 'turquoise', 'backthere', 'large', 'white', 'spot', 'bill', 'underparts', 'whitethe', 'male', 'white', 'collar', 'female', 'lacks', 'flight', 'prominent', 'white', 'wing', 'patchthere', 'broad', 'black', 'eyestrip', 'extending', 'bill', 'eye', 'coverts']"
590,711,"The area is extremely rich in bird life. Endemic birds include a species of collared kingfisher. Kalba Mangrove Center. The Khor Kalba Mangrove Center was opened in the spring of 2021 as a sanctuary to protect the 300 year old mangrove's biodiversity and local wildlife, help rehabilitate turtles, and nurture endangered birds. ",Collared Kingfisher,"['area', 'extremely', 'rich', 'bird', 'life', 'endemic', 'birds', 'include', 'species', 'collared', 'kingfisher', 'kalba', 'mangrove', 'center', 'khor', 'kalba', 'mangrove', 'center', 'opened', 'spring', '2021', 'sanctuary', 'protect', '300', 'year', 'old', 'mangroves', 'biodiversity', 'local', 'wildlife', 'help', 'rehabilitate', 'turtles', 'nurture', 'endangered', 'birds']"
591,712,"6 May 2022 ï¿½ Indian myna ï¿½ Similar species. Jungle myna ï¿½ Description. Medium-sized bird with body 23â€“26cm long, wing span 120â€“142mm, weight 82â€“143g. ï¿½ Habitat.",Javan Myna,"['6', 'may', '2022', 'indian', 'myna', 'similar', 'species', 'jungle', 'myna', 'description', 'mediumsized', 'bird', 'body', '2326cm', 'long', 'wing', 'span', '120142mm', 'weight', '82143g', 'habitat']"
592,714,"Winchell's kingfisher. Winchell's kingfisher ( Todiramphus winchelli [1]) or the rufous-lored kingfisher, [3] is a species of bird in the family Alcedinidae, the kingfishers. It is endemic to the Philippines, its natural habitat being lowland forests. It is threatened by deforestation, and the International Union for Conservation of Nature ... ",Collared Kingfisher,"['winchells', 'kingfisher', 'winchells', 'kingfisher', 'todiramphus', 'winchelli', '1', 'rufouslored', 'kingfisher', '3', 'species', 'bird', 'family', 'alcedinidae', 'kingfishers', 'endemic', 'philippines', 'natural', 'habitat', 'lowland', 'forests', 'threatened', 'deforestation', 'international', 'union', 'conservation', 'nature']"
593,717,"Learn about Collared Kingfisher (Collared): explore photos, sounds, and observations collected by birders around the world.",Collared Kingfisher,"['learn', 'collared', 'kingfisher', 'collared', 'explore', 'photos', 'sounds', 'observations', 'collected', 'birders', 'around', 'world']"
594,718,"Sharpe, 1892. The black oriole ( Oriolus hosii) is a species of bird in the family Oriolidae. It is endemic to the island of Borneo. [2] One of the least known of the orioles, its distribution range is restricted to Sarawak in Borneo. [3] Along with the black-and-crimson, maroon, and silver orioles, it belongs to a clade of red and black ... ",Black-naped Oriole,"['sharpe', '1892', 'black', 'oriole', 'oriolus', 'hosii', 'species', 'bird', 'family', 'oriolidae', 'endemic', 'island', 'borneo', '2', 'one', 'least', 'known', 'orioles', 'distribution', 'range', 'restricted', 'sarawak', 'borneo', '3', 'along', 'blackandcrimson', 'maroon', 'silver', 'orioles', 'belongs', 'clade', 'red', 'black']"
595,720,"17 Dec 2018 ï¿½ For example, the most common myna species we have here in Singapore is the Javan Myna. But it's not native to Singapore; this bird hails fromï¿½...",Javan Myna,"['17', 'dec', '2018', 'example', 'common', 'myna', 'species', 'singapore', 'javan', 'myna', 'native', 'singapore', 'bird', 'hails']"
596,721,"April 3, 2020 - del Hoyo, J., A. MartÃ­nez-Vilalta, A. Motis, N. Collar, G. M. Kirwan, and D. A. Christie (2020). Little Egret (Egretta garzetta), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA.Â ...",Little Egret,"['april', '3', '2020', 'del', 'hoyo', 'j', 'martnezvilalta', 'motis', 'n', 'collar', 'g', 'kirwan', 'christie', '2020', 'little', 'egret', 'egretta', 'garzetta', 'version', '10', 'birds', 'world', 'billerman', 'b', 'k', 'keeney', 'p', 'g', 'rodewald', 'schulenberg', 'editors', 'cornell', 'lab', 'ornithology', 'ithaca', 'ny', 'usa']"
597,722,"Jun 11, 2021 Â·  Giant Kingfisher Trail. Get the route by downloading the .gpx or .kml file below. For navigation with Maps.me on your mobile phone, simply download the .kml file and open to add it to the Maps.me bookmarks. Head to the bridge between the northern and southern sections of Ebb & Flow Restcamp. There are lovely views of the river from this bridge. ",Collared Kingfisher,"['jun', '11', '2021', 'giant', 'kingfisher', 'trail', 'get', 'route', 'downloading', 'gpx', 'kml', 'file', 'navigation', 'mapsme', 'mobile', 'phone', 'simply', 'download', 'kml', 'file', 'open', 'add', 'mapsme', 'bookmarks', 'head', 'bridge', 'northern', 'southern', 'sections', 'ebb', 'flow', 'restcamp', 'lovely', 'views', 'river', 'bridge']"
598,723,"The Javan myna is mainly black. The wings are brownish-black, and the primaries have white bases. The undertail-coverts are white. There is a short crest onï¿½...",Javan Myna,"['javan', 'myna', 'mainly', 'black', 'wings', 'brownishblack', 'primaries', 'white', 'bases', 'undertailcoverts', 'white', 'short', 'crest']"
599,725,"July 2, 2015 - A peculiar egret seen in Kent during ... Little Egret. ... The Heronries Census, run by the British Trust for Ornithology, counted its first Grey Heron nest way back in 1928. 400,000 nests later, the census has gone digital. ... The latest sighting details and map for Little Egret areÂ ...",Little Egret,"['july', '2', '2015', 'peculiar', 'egret', 'seen', 'kent', 'little', 'egret', 'heronries', 'census', 'run', 'british', 'trust', 'ornithology', 'counted', 'first', 'grey', 'heron', 'nest', 'way', 'back', '1928', '400000', 'nests', 'later', 'census', 'gone', 'digital', 'latest', 'sighting', 'details', 'map', 'little', 'egret']"
